Id,subproject,phs_id,project_num,radx_id,tier
chloride,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
bun,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
sodium,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
tsat,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
potassium,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
ferritin,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pth,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
npcr,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
total_calcium,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
platelets,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
phosphorus,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
hgb,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
wbc,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
neutrophils,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
lymphocytes,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
nlr,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
monocytes,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
eosinophils,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
basophils,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
urr,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
hepb_antihbs,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
covid_test_type,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
covid_test_specimen_type,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
peak_area,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
plate,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
infection_days,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
cohort_id,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
peak_mass,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
retention_time,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
identified_compound_name,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
retention_time_unit,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
specimen_type,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
peak_mass_unit,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
identified_compound_inchikey,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier2
age,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
sex,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
race,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
ethnicity,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
vintage,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
walk_score,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
all_diagnoses,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
asthma,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_asthma,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
cancer,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_cancer,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
chronic_kidney_disease,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_ckd,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
chronic_lung_disease,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_copd,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
diabetes,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_diabetes,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
hypertension,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_hypertension,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
sickle_cell_disease,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
immunosuppressive_conditio,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_immunosupp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
serious_mental_illness,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_mi,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pregnancy_status,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_pregnancy,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
nursing_home,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_1,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va1,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_2,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va2,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_3,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va3,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_4,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va4,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_5,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va5,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_6,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va6,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_7,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va7,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_8,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va8,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_9,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va9,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_10,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va10,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
vasc_access_11,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_va11,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
educational_attainment,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
employment,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
insurance,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_first_dose,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
first_dose_type,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
fdd_to_second_dose,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
second_dose_type,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
zip,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
height_feet,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
height_inches,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier1
fdd_to_txt_dt,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
shift,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
station_num,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
machine_num,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pod_num,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
avg_qb,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
avg_qd,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
idwg,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pre_sbp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
post_sbp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pre_dbp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
post_dbp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pre_temp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
post_temp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pre_pulse,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
post_pulse,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pre_resp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
post_resp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
txt_time,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
min_sbp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
max_sbp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
min_dbp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
max_dbp,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
min_pulse,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
max_pulse,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pre_o2,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
post_o2,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
o2_admin,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
ktv,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
iso_shift,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
iso_clinic,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
pre_weight,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
post_weight,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
target_weight,Multimodal Surveillance,phs002657.v1.p1,1R01DK130067-01,rad_016_067-01,tier3
device,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
datetime,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
heartrate,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
start_datetime,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
end_datetime,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
steps,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
Values,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
Start_Date,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
Type,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier3
study_id,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
race,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
ethnicity,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
age,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
sex,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
cardiovascular_disease,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
chronic_lung_disease,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
diabetes,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
serious_mental_illness,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
height_feet,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
height_inches,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
weight_lbs,Multimodal Surveillance,phs002523.v1.p1,1R01NR020105-01,rad_016_105-01,tier1
study_id,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier1
cohort_id,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
study_population,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
specimen_type,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
covid_test_result,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
covid_test_type,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
protocol_id,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
sample_id,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
technology_platform,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
assay_result,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
assay_readout,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
assay_readout_error,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
assay_readout_description,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
sample_group,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
target_analyte_name,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
target_organism_name,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
target_organism_taxonomy_id,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
limit_of_detection,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
limit_of_detection_unit,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
limit_of_detection_sn_ratio,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
limit_of_detection_detail,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
sample_size,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
turnaround_time,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
turnaround_time_unit,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
sample_media,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
sample_media_source,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
sample_media_source_url,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
sample_concentration,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
sample_concentration_unit,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
target_analyte_id,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
target_analyte_type,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
technology_description,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
technology_reference,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
signal_detection,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
biorecognition_type,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
substrate_id,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
substrate_sequence,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
substrate_molecular_weight,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
substrate_net_charge,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
charge_shielding_site,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
cleavage_site,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
aggregating_site,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
nanoparticle_id,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
nanoparticle_name,Multimodal Surveillance,phs002524.v1.p1,1R01DE031114-01,rad_016_114-01,tier2
protocol_id,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
technology_platform,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
cohort_id,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
cohort_size,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
positive_samples,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
negative_samples,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
validation_test,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
validation_test_permutations,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
positive_samples_in_calculation,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
negative_samples_in_calculation,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
clinical_sensitivity,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
clinical_sensitivity_ci_percent,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
clinical_sensitivity_ci_min,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
clinical_sensitivity_ci_max,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
true_positives,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
false_positives,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
true_negatives,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
false_negatives,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
clinical_specificity,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
clinical_specificity_ci_percent,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
clinical_specificity_ci_min,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
clinical_specificity_ci_max,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
positive_predictive_value,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
positive_predictive_value_ci_percent,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
positive_predictive_value_ci_min,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
positive_predictive_value_ci_max,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
negative_predictive_value,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
negative_predictive_value_ci_percent,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
negative_predictive_value_ci_min,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
negative_predictive_value_ci_max,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
technology_description,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
technology_reference,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
analyte_type,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
signal_detection,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
measurement_type,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
sample_extraction_temperature,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
sample_extraction_temperature_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
sample_equilibration_time,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
sample_equilibration_time_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
sampling_technology_color_code,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
sampling_technology_source,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
sampling_technology_source_url,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
extraction_time,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
extraction_time_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
desorption_time,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
desorption_time_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
desorption_temperature,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
desorption_temperature_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_injection_method,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_length,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_length_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_inner_diameter,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_inner_diameter_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_film_thickness,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_film_thickness_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_source,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_source_url,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_flow,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_column_flow_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_carrier_gas,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_start_temperature,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_start_temperature_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_start_temperature_hold_time,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_start_temperature_hold_time_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_first_temperature_ramp,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_first_temperature_ramp_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_temperature_end_first_ramp,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_temperature_end_first_ramp_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_second_temperature_ramp,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_second_temperature_ramp_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_temperature_end_second_ramp,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gc_oven_temperature_end_second_ramp_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gcms_total_runtime,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
gcms_total_runtime_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
ms_ionization_type,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
ms_ionization_voltage,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
ms_ionization_voltage_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
ms_ionization_temperature,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
ms_ionization_temperature_unit,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
ms_quad_temperature,SCENT,phs002588.v1.p1,1U18TR003775-01,rad_017_775-01,tier2
